Number_of_announcements,Number_of_withdrawals,Number_of_announced_NLRI_prefixes,Number_of_withdrawn_NLRI_prefixes,Average_AS_path_length,Average_unique_AS_path_length,Maximum_edit_distance,Maximum_AS_path_length,Number_of_incomplete_packets,Labels
72,8,186,93,7,7,1.3,17,8,Normal
99,7,216,87,6,6,1.7,17,18,Normal
64,7,167,17,6,6,1.1,10,12,Normal
163,4,841,35,6,6,2.7,16,20,Normal
42,3,116,4,6,6,0.7,12,11,Normal
40,4,49,7,5,5,0.7,13,8,Normal
44,4,69,12,7,7,0.8,15,8,Normal
20,6,22,10,6,6,0.4,11,7,Normal
57,5,132,14,7,7,1,16,11,Normal
66,4,171,13,6,6,1.1,12,15,Normal
72,4,146,14,6,6,1.2,16,11,Normal
83,6,164,14,7,7,1.4,16,19,Normal
69,6,159,59,6,6,1.2,17,11,Normal
83,7,217,20,6,6,1.5,12,8,Normal
47,5,82,61,6,6,0.8,10,4,Normal
93,4,223,28,7,7,1.6,10,11,Normal
59,6,148,10,7,7,1,14,8,Normal
26,5,39,27,6,6,0.5,14,4,Normal
30,2,52,20,6,6,0.5,8,5,Normal
62,5,118,12,7,7,1.1,13,2,Normal
127,9,261,23,6,6,2.2,13,24,Normal
109,7,223,61,6,6,1.9,8,27,Normal
77,5,172,43,6,6,1.3,9,14,Normal
80,6,157,77,7,7,1.4,10,23,Normal
81,7,158,72,6,6,1.4,12,13,Normal
85,7,194,50,5,5,1.5,10,15,Normal
245,7,1077,11,6,6,4.2,15,18,Normal
54,6,104,21,6,6,100,16,7,Normal
111,6,267,52,6,6,1.9,14,19,Normal
66,8,160,19,6,6,1.2,9,23,Normal
72,8,159,47,6,6,1.3,13,15,Normal
86,5,1023,39,6,6,1.5,13,28,Normal
95,8,686,276,6,6,1.7,15,23,Normal
61,5,364,16,6,6,1.1,9,9,Normal
86,9,182,299,6,6,1.5,14,14,Normal
90,7,203,61,6,6,1.6,14,14,Normal
81,7,169,46,6,6,1.4,12,14,Normal
87,6,228,34,5,5,1.5,10,12,Normal
86,6,212,13,6,6,1.5,15,10,Normal
86,5,669,15,6,6,1.5,12,17,Normal
40,7,53,24,7,7,0.7,14,10,Normal
65,6,119,20,6,7,1.1,14,11,Normal
115,6,211,15,7,7,2,16,13,Normal
85,7,205,28,6,6,1.5,17,14,Normal
107,7,247,76,6,6,1.9,11,14,Normal
83,7,216,34,7,7,1.5,15,9,Normal
82,6,140,37,6,6,1.4,17,20,Normal
79,7,177,45,6,6,1.4,12,6,Normal
136,9,331,77,6,6,2.4,10,8,Normal
152,6,380,13,7,7,2.6,15,22,Normal
184,8,557,74,7,7,3.2,17,10,Normal
199,9,544,117,7,7,3.4,15,19,Normal
212,7,734,125,6,7,3.6,14,24,Normal
103,6,288,119,7,7,1.8,12,15,Normal
75,7,172,48,6,6,1.3,19,11,Normal
52,6,144,28,7,7,0.9,20,5,Normal
103,6,215,26,6,6,1.8,11,20,Normal
142,7,269,24,7,7,2.4,14,11,Normal
104,7,171,22,6,6,1.8,12,21,Normal
71,8,176,28,7,7,1.3,15,16,Normal
86,6,165,16,7,7,1.5,15,8,Normal
54,5,100,12,6,6,0.9,10,4,Normal
39,4,61,8,6,6,0.7,10,7,Normal
57,5,72,15,6,6,1,9,12,Normal
57,7,74,15,6,6,1,9,8,Normal
96,7,205,15,6,6,1.7,12,14,Normal
59,6,80,18,6,6,1,10,21,Normal
71,6,105,18,6,6,1.2,12,23,Normal
78,8,122,15,6,6,1.4,10,19,Normal
64,6,90,17,6,6,1.1,8,13,Normal
97,6,171,18,6,6,1.7,14,11,Normal
96,4,129,18,6,6,1.6,12,19,Normal
71,5,103,14,6,6,1.2,11,16,Normal
42,7,71,34,6,6,0.8,9,10,Normal
75,5,234,10,7,7,1.3,11,13,Normal
73,4,144,16,6,6,1.2,13,6,Normal
77,7,109,25,6,6,1.4,11,5,Normal
14996,4,38397,32,5,5,250,18,1164,Normal
22261,4,63283,12,5,5,371,22,1777,Normal
84,6,197,56,6,6,1.5,14,20,Normal
56,7,99,27,7,7,1,13,15,Normal
72,7,126,19,7,7,1.3,12,15,Normal
56,7,76,34,6,6,1,14,18,Normal
87,7,163,30,7,7,1.5,13,20,Normal
55,5,116,29,6,6,100,12,14,Normal
88,5,240,31,6,7,1.5,14,18,Normal
79,7,209,23,6,6,1.4,13,20,Normal
80,7,236,60,7,7,1.4,15,15,Normal
62,4,146,41,6,6,1.1,12,4,Normal
141,6,262,24,7,7,2.4,11,7,Normal
96,7,168,31,6,6,1.7,11,7,Normal
70,4,119,23,6,6,1.2,13,12,Normal
92,7,427,26,7,7,1.6,14,24,Normal
80,8,363,21,6,7,1.4,25,21,Normal
166,6,547,46,6,7,2.8,19,22,Normal
117,7,365,22,6,6,2,11,13,Normal
53,6,82,11,6,6,0.9,10,4,Normal
49,5,80,13,6,6,0.9,10,6,Normal
62,5,102,20,6,6,1.1,14,11,Normal
53,5,78,18,7,7,0.9,15,12,Normal
66,6,97,17,6,6,1.2,17,11,Normal
70,6,89,15,6,6,1.2,9,7,Normal
26,4,49,19,6,6,0.5,9,5,Normal
46,5,169,18,6,6,0.8,7,7,Normal
33,5,84,8,6,6,0.6,9,7,Normal
27,4,69,6,5,5,0.5,7,2,Normal
54,5,69,17,6,6,0.9,9,11,Normal
55,6,81,17,6,6,1,9,7,Normal
53,4,111,12,6,6,0.9,9,13,Normal
68,6,141,77,5,5,1.2,10,8,Normal
59,4,194,29,6,6,1,9,20,Normal
70,5,206,23,6,6,1.2,13,16,Normal
57,7,100,30,6,6,1,12,15,Normal
54,6,170,39,6,6,100,13,8,Normal
100,4,389,10,7,7,1.7,14,4,Normal
121,6,256,33,6,6,2.1,14,5,Normal
83,6,136,34,6,6,1.4,13,12,Normal
55,5,182,19,6,6,100,8,19,Normal
40,6,105,32,5,5,0.7,9,14,Normal
63,4,112,15,6,6,1.1,15,6,Normal
58,6,122,25,6,6,1,16,0,Normal
39,6,69,18,6,6,0.7,11,2,Normal
71,6,96,23,6,6,1.2,10,12,Normal
91,7,127,43,6,6,1.6,10,10,Normal
80,6,108,19,7,7,1.4,11,12,Normal
102,7,166,27,7,7,1.8,13,17,Normal
88,7,166,39,7,7,1.5,12,4,Normal
120,7,199,63,7,7,2.1,24,14,Normal
109,8,186,36,7,7,1.9,16,8,Normal
70,8,151,45,6,6,1.3,17,10,Normal
67,5,131,15,6,6,1.2,13,17,Normal
68,8,130,35,6,6,1.2,13,18,Normal
94,7,258,42,6,6,1.6,13,19,Normal
71,3,128,4,7,7,1.2,16,9,Normal
45,4,73,13,6,6,0.8,13,3,Normal
52,5,85,23,6,6,0.9,11,8,Normal
66,5,112,20,7,7,1.1,15,10,Normal
38,4,57,33,6,6,0.7,9,13,Normal
43,4,83,63,7,7,0.7,10,13,Normal
37,3,110,20,6,6,0.6,14,6,Normal
40,5,65,13,6,6,0.7,11,8,Normal
27,3,29,18,6,6,0.5,10,4,Normal
33,3,58,7,6,6,0.6,9,7,Normal
41,5,80,24,6,6,0.7,10,4,Normal
52,4,90,18,6,6,0.9,10,6,Normal
52,4,74,7,6,6,0.9,9,1,Normal
57,7,78,30,6,6,1,11,5,Normal
107,6,181,40,6,6,1.8,12,3,Normal
56,7,87,19,6,6,1,11,6,Normal
42,4,64,4,7,7,0.7,13,6,Normal
84,5,275,11,6,6,1.4,15,16,Normal
74,6,171,34,6,6,1.3,17,12,Normal
68,5,140,22,6,6,1.2,17,13,Normal
67,5,106,54,6,6,1.2,14,4,Normal
63,8,114,32,6,7,1.1,15,9,Normal
65,8,147,42,6,6,1.2,11,16,Normal
125,6,490,30,6,7,2.1,15,11,Normal
80,6,214,60,8,8,1.4,15,3,Normal
90,7,276,54,8,8,1.6,14,10,Normal
113,5,326,40,9,9,1.9,16,6,Normal
107,7,228,114,8,8,1.9,15,13,Normal
103,6,269,32,7,7,1.8,15,11,Normal
78,5,128,39,7,7,1.3,13,15,Normal
73,7,123,15,6,6,1.3,12,12,Normal
74,7,100,26,6,6,1.3,12,22,Normal
69,6,128,22,6,6,1.2,11,8,Normal
82,4,120,21,7,7,1.4,11,16,Normal
89,6,116,39,7,7,1.5,13,13,Normal
104,7,308,32,9,9,1.8,16,10,Normal
109,7,177,13,7,7,1.9,14,15,Normal
87,4,173,15,7,7,1.5,16,14,Normal
51,7,82,38,6,6,0.9,9,7,Normal
69,6,148,34,6,6,1.2,10,3,Normal
70,7,117,33,7,7,1.2,11,10,Normal
76,8,148,86,6,6,1.4,10,10,Normal
109,6,225,24,6,6,1.9,13,18,Normal
87,7,196,52,6,6,1.5,11,20,Normal
107,7,316,47,6,6,1.9,10,20,Normal
86,7,183,31,6,6,1.5,19,26,Normal
61,7,152,26,6,6,1.1,8,13,Normal
61,5,209,7,6,6,1.1,12,6,Normal
87,5,235,7,6,6,1.5,11,3,Normal
98,6,224,57,6,6,1.7,12,2,Normal
66,7,106,94,7,7,1.2,13,5,Normal
74,6,141,30,6,6,1.3,16,8,Normal
76,7,270,23,6,6,1.3,14,10,Normal
74,7,139,30,6,6,1.3,14,15,Normal
92,6,171,33,6,6,1.6,11,11,Normal
74,6,159,43,6,6,1.3,11,27,Normal
40,5,79,10,6,6,0.7,9,14,Normal
78,7,126,28,7,7,1.4,16,20,Normal
59,6,91,32,7,7,1,13,17,Normal
44,4,64,18,7,7,0.8,13,16,Normal
53,6,101,20,6,6,0.9,10,13,Normal
79,5,198,12,6,6,1.4,13,3,Normal
71,6,193,50,7,6,1.2,14,1,Normal
93,7,294,38,7,7,1.6,14,8,Normal
97,5,249,36,7,7,1.7,14,12,Normal
184,5,527,24,7,7,3.1,15,22,Normal
79,6,181,28,6,6,1.4,12,8,Normal
55,5,87,24,6,6,100,10,14,Normal
77,8,143,22,6,6,1.4,9,9,Normal
85,8,155,41,6,6,1.5,10,8,Normal
71,5,154,27,6,6,1.2,11,13,Normal
54,7,160,28,6,6,1,14,1,Normal
133,4,331,20,7,7,2.2,10,12,Normal
71,5,175,6,6,6,1.2,10,8,Normal
90,8,200,84,7,7,1.6,11,10,Normal
70,8,168,89,6,6,1.3,14,20,Normal
63,9,162,32,6,6,1.2,10,18,Normal
104,5,317,44,7,7,1.8,10,12,Normal
109,5,225,39,7,7,1.9,14,14,Normal
71,6,118,12,6,7,1.2,15,12,Normal
104,7,591,24,6,6,1.8,12,21,Normal
74,7,103,37,6,6,1.3,12,9,Normal
95,6,227,19,6,6,1.6,11,19,Normal
118,7,227,35,7,7,2,13,21,Normal
108,5,456,33,7,7,1.8,14,24,Normal
108,8,419,119,6,6,1.9,10,11,Normal
81,5,215,24,6,6,1.4,10,6,Normal
54,6,92,24,6,6,100,10,6,Normal
81,7,124,14,6,6,1.4,10,19,Normal
62,8,104,24,6,6,1.1,12,10,Normal
78,4,198,13,6,6,1.3,13,7,Normal
76,6,209,35,6,6,1.3,13,7,Normal
35,5,67,38,6,6,0.6,8,3,Normal
69,4,136,13,6,6,1.2,11,3,Normal
55,3,111,4,6,6,0.9,12,4,Normal
87,7,177,33,6,6,1.5,12,9,Normal
107,7,233,24,6,6,1.9,14,13,Normal
73,6,118,23,5,6,1.3,12,16,Normal
76,7,187,34,6,6,1.3,10,20,Normal
87,6,346,15,6,6,1.5,13,9,Normal
90,5,179,18,6,6,1.5,17,16,Normal
114,6,178,28,6,6,200,11,19,Normal
150,7,243,29,6,6,2.6,12,16,Normal
81,5,140,23,6,6,1.4,13,13,Normal
61,6,87,28,6,6,1.1,13,12,Normal
88,9,289,26,5,5,1.6,14,14,Normal
87,6,160,18,6,6,1.5,14,23,Normal
106,6,265,43,6,6,1.8,14,13,Normal
68,5,235,13,6,6,1.2,11,4,Normal
94,6,229,59,6,6,1.6,11,7,Normal
110,5,231,33,7,7,1.9,11,16,Normal
99,7,273,62,6,6,1.7,13,10,Normal
105,7,224,45,6,6,1.8,10,17,Normal
72,6,124,35,6,6,1.3,8,10,Normal
67,6,131,20,6,6,1.2,11,14,Normal
62,5,106,25,5,5,1.1,10,8,Normal
87,6,155,27,6,6,1.5,9,8,Normal
77,7,194,45,6,6,1.4,11,13,Normal
57,6,125,19,6,6,1,10,6,Normal
67,4,160,14,6,6,1.1,12,11,Normal
64,7,110,29,6,6,1.1,13,7,Normal
188,6,508,18,7,7,3.2,18,20,Normal
118,9,346,101,8,8,2.1,19,13,Normal
101,6,247,24,7,7,1.7,17,12,Normal
66,4,164,9,7,7,1.1,18,7,Normal
46,3,67,28,7,7,0.8,16,17,Normal
60,5,102,14,6,6,1,12,13,Normal
55,4,80,8,7,7,0.9,14,12,Normal
66,7,134,15,6,6,1.2,11,10,Normal
60,6,121,21,6,6,1.1,10,12,Normal
117,6,470,40,6,6,2,13,14,Normal
112,5,429,12,6,6,1.9,10,9,Normal
61,5,144,26,6,6,1.1,11,12,Normal
73,7,166,23,6,6,1.3,12,10,Normal
56,6,134,21,6,6,1,13,3,Normal
74,6,168,37,6,6,1.3,11,22,Normal
161,7,611,23,5,6,2.8,14,24,Normal
71,6,138,25,6,6,1.2,10,2,Normal
105,5,175,24,6,6,1.8,11,10,Normal
76,8,133,24,6,6,1.4,14,20,Normal
67,6,147,19,6,6,1.2,11,16,Normal
62,4,156,11,6,6,1.1,9,24,Normal
73,5,134,14,6,6,1.3,9,14,Normal
81,7,142,35,6,6,1.4,14,16,Normal
79,7,169,28,5,6,1.4,14,12,Normal
65,8,132,21,6,6,1.2,12,10,Normal
53,7,90,37,6,6,100,13,11,Normal
108,5,289,17,6,6,1.8,15,16,Normal
57,4,125,17,6,6,1,11,13,Normal
40,5,52,22,6,6,0.7,11,9,Normal
36,4,45,8,6,6,0.6,12,11,Normal
74,7,115,35,6,6,1.3,10,11,Normal
72,7,131,42,6,6,1.3,9,7,Normal
119,6,390,11,7,7,2,11,13,Normal
173,4,643,23,7,7,2.9,17,19,Normal
138,6,386,90,7,7,2.4,17,21,Normal
106,7,249,58,6,6,1.8,17,26,Normal
98,8,199,56,7,7,1.7,17,19,Normal
75,6,127,63,7,7,1.3,18,10,Normal
68,3,132,19,6,6,1.1,12,7,Normal
86,7,193,22,6,6,1.5,15,17,Normal
89,9,197,42,6,6,1.6,16,14,Normal
40,5,60,16,6,6,0.7,10,9,Normal
61,6,119,14,6,6,1.1,11,14,Normal
86,8,177,31,5,6,1.5,11,14,Normal
103,3,333,19,7,6,1.7,13,13,Normal
57,5,151,43,7,7,1,13,11,Normal
69,7,257,57,7,7,1.2,13,9,Normal
122,7,356,57,5,6,2.1,10,17,Normal
88,5,203,14,6,6,1.5,12,15,Normal
74,5,175,36,6,6,1.3,13,17,Normal
62,7,122,32,6,6,1.1,12,17,Normal
46,4,117,18,6,6,0.8,11,9,Normal
59,6,153,24,6,6,1,13,15,Normal
41,5,78,10,7,6,0.7,12,6,Normal
47,4,84,8,6,6,0.8,9,11,Normal
46,5,54,47,6,6,0.8,10,6,Normal
65,8,180,36,6,6,1.2,11,8,Normal
58,6,172,15,6,6,1,13,0,Normal
43,5,66,22,6,6,0.8,11,5,Normal
85,7,147,38,6,6,1.5,13,13,Normal
70,5,117,19,6,6,1.2,13,8,Normal
76,6,158,49,6,6,1.3,13,4,Normal
71,6,135,33,7,7,1.2,16,3,Normal
82,7,190,57,7,7,1.4,14,6,Normal
88,3,241,9,6,6,1.5,10,9,Normal
48,7,92,21,6,6,0.9,11,6,Normal
71,4,142,9,6,6,1.2,10,6,Normal
50,4,74,64,6,6,0.9,10,6,Normal
55,7,80,17,6,6,1,8,2,Normal
78,6,179,17,6,6,1.4,9,3,Normal
54,4,84,7,6,6,0.9,11,9,Normal
108,7,256,13,5,5,1.9,9,14,Normal
428,7,1555,19,5,5,7.2,11,27,Normal
62,5,144,22,6,6,1.1,11,6,Normal
37,3,84,13,6,6,0.6,12,5,Normal
116,6,1070,25,6,6,2,15,23,Normal
79,5,161,30,7,7,1.4,14,7,Normal
69,6,160,25,6,6,1.2,14,4,Normal
368,7,1033,14,5,6,6.2,17,20,Normal
218,4,602,15,6,6,3.7,18,20,Normal
79,10,179,607,6,6,1.4,14,5,Normal
479,7,1550,89,6,6,8.1,15,49,Normal
71,3,114,7,6,6,1.2,9,11,Normal
50,4,147,53,6,5,0.9,9,9,Normal
49,4,144,11,6,6,0.8,11,3,Normal
144,7,384,51,7,7,2.5,13,14,Normal
37,7,95,30,6,6,0.7,9,6,Normal
57,5,163,16,6,6,1,9,6,Normal
101,6,259,36,6,6,1.7,10,14,Normal
95,7,261,69,6,6,1.7,13,19,Normal
176,5,465,75,5,5,3,12,16,Normal
83,6,265,36,6,6,1.4,11,9,Normal
99,6,271,18,6,6,1.7,11,20,Normal
98,7,223,27,6,6,1.7,13,18,Normal
97,6,213,28,6,6,1.7,13,11,Normal
83,5,195,25,6,7,1.4,13,9,Normal
82,6,165,33,7,7,1.4,14,16,Normal
59,4,87,13,6,6,1,13,13,Normal
61,6,87,10,6,6,1.1,10,6,Normal
65,7,128,42,6,6,1.2,11,12,Normal
67,8,122,34,6,6,1.2,11,18,Normal
78,7,140,30,7,7,1.4,14,8,Normal
109,7,245,29,6,7,1.9,14,5,Normal
85,6,228,28,6,6,1.5,11,1,Normal
58,6,122,16,6,6,1,13,4,Normal
47,3,71,13,6,6,0.8,11,8,Normal
50,5,70,30,7,7,0.9,13,3,Normal
89,8,246,30,6,6,1.6,12,12,Normal
72,4,132,10,6,6,1.2,11,10,Normal
57,4,173,54,6,6,1,11,13,Normal
105,5,319,7,6,6,1.8,11,19,Normal
58,8,95,11,6,6,1.1,10,10,Normal
61,5,141,21,6,6,1.1,10,4,Normal
64,8,187,20,5,6,1.2,8,15,Normal
79,4,222,17,6,6,1.3,10,6,Normal
60,4,175,123,6,6,1,14,8,Normal
98,5,453,240,6,6,1.7,11,15,Normal
64,4,353,18,6,6,1.1,11,9,Normal
49,6,114,244,5,5,0.9,8,7,Normal
50,5,97,16,6,6,0.9,14,6,Normal
80,7,148,19,7,7,1.4,15,5,Normal
105,3,711,7,6,6,1.8,11,15,Normal
49,6,156,71,6,6,0.9,11,2,Normal
104,6,256,17,6,6,1.8,12,5,Normal
98,7,206,13,6,6,1.7,10,7,Normal
59,6,112,26,6,6,1,12,10,Normal
66,7,105,27,6,6,1.2,12,8,Normal
59,5,102,24,7,7,1,13,2,Normal
48,7,79,11,8,8,0.9,15,3,Normal
76,7,163,22,6,6,1.3,10,5,Normal
92,5,196,74,6,6,1.6,12,9,Normal
55,5,111,15,7,6,100,14,11,Normal
67,7,170,57,6,6,1.2,14,12,Normal
71,8,161,65,5,5,1.3,10,15,Normal
68,5,124,12,6,6,1.2,10,6,Normal
50,8,71,30,6,6,0.9,14,7,Normal
68,7,185,22,6,6,1.2,11,11,Normal
83,6,184,40,6,6,1.4,10,11,Normal
67,5,135,10,6,6,1.2,11,10,Normal
64,4,113,25,6,6,1.1,11,11,Normal
51,6,98,28,6,6,0.9,12,5,Normal
40,5,59,19,6,6,0.7,8,5,Normal
48,7,83,46,6,6,0.9,10,11,Normal
63,2,137,7,6,6,1,13,8,Normal
57,2,168,4,6,6,0.9,12,9,Normal
93,3,359,24,6,6,1.6,15,11,Normal
92,8,320,48,6,6,1.6,17,4,Normal
57,8,130,29,5,5,1,9,3,Normal
76,5,209,18,6,6,1.3,18,4,Normal
43,5,82,35,6,6,0.8,11,6,Normal
56,5,148,13,5,5,1,11,4,Normal
39,6,51,20,6,6,0.7,13,11,Normal
44,4,83,11,6,6,0.8,10,8,Normal
45,4,81,15,6,6,0.8,10,13,Normal
54,6,100,13,6,6,100,11,11,Normal
75,5,149,35,6,6,1.3,13,4,Normal
56,6,149,24,6,6,1,12,6,Normal
64,4,160,25,6,6,1.1,12,6,Normal
87,7,214,32,6,6,1.5,13,6,Normal
55,8,178,40,6,6,1,12,8,Normal
75,6,218,56,6,6,1.3,12,14,Normal
66,6,153,39,7,7,1.2,17,13,Normal
78,6,147,31,7,7,1.4,17,10,Normal
98,9,299,33,6,6,1.7,11,10,Normal
79,6,209,39,7,7,1.4,13,5,Normal
80,6,215,66,6,6,1.4,11,6,Normal
70,8,188,77,6,6,1.3,12,5,Normal
80,6,230,38,6,6,1.4,13,13,Normal
73,6,200,78,7,7,1.3,17,5,Normal
69,6,222,56,7,7,1.2,17,12,Normal
71,7,188,54,7,7,1.3,15,8,Normal
117,8,255,69,7,7,2,15,17,Normal
85,7,171,40,7,7,1.5,13,6,Normal
83,7,175,25,7,7,1.5,11,4,Normal
75,6,210,24,6,6,1.3,12,2,Normal
61,3,125,6,6,6,1,14,10,Normal
53,4,91,27,6,6,0.9,12,5,Normal
61,7,119,17,6,6,1.1,9,4,Normal
44,8,111,21,6,6,0.8,10,3,Normal
78,7,262,79,6,6,1.4,13,11,Normal
50,4,149,95,6,6,0.9,14,9,Normal
66,5,256,39,6,6,1.1,11,17,Normal
47,7,163,17,6,6,0.9,12,7,Normal
40,5,113,33,6,6,0.7,9,8,Normal
122,8,327,40,7,7,2.1,15,9,Normal
120,4,278,31,7,7,2,13,22,Normal
86,6,165,26,6,6,1.5,13,17,Normal
67,6,107,27,6,6,1.2,14,12,Normal
64,6,151,39,6,6,1.1,14,6,Normal
58,5,134,23,6,6,1,9,9,Normal
79,4,214,65,6,6,1.3,11,10,Normal
89,5,284,24,6,6,1.5,14,10,Normal
75,8,169,72,6,6,1.3,18,11,Normal
150,6,447,19,7,7,2.6,19,13,Normal
155,5,268,15,7,7,2.6,19,17,Normal
95,5,315,12,7,7,1.6,19,12,Normal
71,5,118,26,6,6,1.2,20,4,Normal
78,5,143,20,6,7,1.3,20,17,Normal
93,5,254,20,6,6,1.6,11,12,Normal
76,7,169,80,6,6,1.3,11,11,Normal
67,6,135,40,6,6,1.2,10,9,Normal
72,6,187,30,6,6,1.3,13,11,Normal
68,7,115,29,6,6,1.2,13,6,Normal
46,4,57,14,6,6,0.8,10,5,Normal
40,5,93,10,6,6,0.7,10,7,Normal
74,5,299,14,6,6,1.3,11,9,Normal
55,5,318,11,5,5,100,12,6,Normal
61,5,118,11,6,5,1.1,12,11,Normal
69,6,158,16,6,6,1.2,14,14,Normal
71,6,152,15,6,6,1.2,14,7,Normal
135,7,519,54,7,7,2.3,15,5,Normal
69,8,192,269,6,6,1.2,10,6,Normal
109,6,240,66,5,6,1.9,15,9,Normal
58,4,159,23,6,6,1,14,4,Normal
52,5,105,40,6,6,0.9,11,19,Normal
76,6,210,26,6,6,1.3,11,16,Normal
67,4,109,11,7,7,1.1,21,11,Normal
254,7,445,29,4,5,4.3,20,77,Normal
60,3,119,8,6,6,1,20,10,Normal
66,5,133,8,7,7,1.1,20,17,Normal
52,4,116,10,7,6,0.9,12,3,Normal
65,4,161,5,6,6,1.1,14,6,Normal
62,5,136,45,6,6,1.1,11,12,Normal
154,6,324,47,4,5,2.6,8,46,Normal
49,1,120,2,7,7,0.8,20,9,Normal
65,5,118,14,7,6,1.1,18,7,Normal
62,6,105,18,6,6,1.1,9,7,Normal
41,5,139,35,6,6,0.7,9,1,Normal
108,6,320,24,6,6,1.9,11,8,Normal
113,6,261,50,7,7,1.9,16,14,Normal
82,8,160,81,7,7,1.5,16,13,Normal
98,5,270,33,6,6,1.7,14,17,Normal
117,5,250,6,7,7,2,14,16,Normal
108,9,239,46,7,6,1.9,13,13,Normal
59,4,114,30,6,6,1,11,9,Normal
74,6,193,176,6,6,1.3,10,11,Normal
107,8,372,56,6,6,1.9,10,18,Normal
64,7,165,52,6,6,1.1,10,13,Normal
71,5,134,19,6,6,1.2,12,14,Normal
95,6,150,43,7,7,1.6,11,22,Normal
54,6,90,41,6,6,100,10,15,Normal
52,5,111,19,6,6,0.9,13,17,Normal
46,6,64,27,5,5,0.8,9,10,Normal
72,6,253,109,6,6,1.3,10,12,Normal
74,5,252,12,6,6,1.3,10,10,Normal
71,6,114,24,6,6,1.2,13,9,Normal
64,6,99,24,6,6,1.1,11,4,Normal
80,7,192,55,6,6,1.4,12,11,Normal
117,7,295,32,5,5,2,10,15,Normal
407,5,1371,18,5,5,6.8,9,32,Normal
234,8,487,33,5,5,4,9,14,Normal
286,5,791,10,5,5,4.8,13,23,Normal
165,6,458,23,6,6,2.8,13,20,Normal
52,6,100,31,7,6,0.9,15,10,Normal
39,5,67,19,6,6,0.7,10,8,Normal
75,5,137,12,6,6,1.3,14,10,Normal
76,7,175,27,6,6,1.3,13,12,Normal
47,5,96,12,6,6,0.8,12,11,Normal
46,5,79,21,7,6,0.8,13,14,Normal
83,6,139,23,6,6,1.4,12,16,Normal
47,5,103,17,6,6,0.8,14,2,Normal
49,6,137,15,7,7,0.9,12,7,Normal
56,6,114,26,6,6,1,12,12,Normal
40,4,95,16,6,6,0.7,11,9,Normal
88,8,158,19,6,6,1.6,11,17,Normal
55,5,99,25,6,6,100,13,14,Normal
67,6,143,74,7,7,1.2,13,20,Normal
72,4,181,9,7,7,1.2,14,20,Normal
48,6,100,29,6,6,0.9,12,14,Normal
49,6,73,139,5,5,0.9,10,13,Normal
46,5,82,16,5,6,0.8,10,10,Normal
64,6,186,17,6,6,1.1,10,12,Normal
40,3,65,14,5,5,0.7,8,10,Normal
96,5,271,108,6,6,1.6,9,5,Normal
139,5,534,192,6,6,2.4,12,14,Normal
327,5,1274,240,6,6,5.5,13,38,Normal
293,5,1187,167,6,6,4.9,14,20,Normal
335,4,1468,37,5,5,5.6,10,15,Normal
190,6,633,75,5,5,3.2,12,15,Normal
130,6,398,159,6,6,2.2,14,12,Normal
126,8,329,134,6,6,2.2,15,17,Normal
156,7,626,57,5,5,2.7,12,28,Normal
123,7,799,45,6,6,2.1,15,24,Normal
96,7,373,29,6,6,1.7,15,21,Normal
102,6,222,46,6,6,1.8,13,14,Normal
58,6,160,41,7,7,1,14,4,Normal
104,6,389,26,7,7,1.8,15,5,Normal
120,5,588,107,6,6,2,15,14,Normal
71,5,172,43,6,6,1.2,11,6,Normal
70,4,122,17,6,6,1.2,14,8,Normal
81,5,187,28,6,6,1.4,14,18,Normal
85,6,225,25,6,6,1.5,12,8,Normal
117,8,317,67,5,5,2,13,8,Normal
135,6,321,73,6,6,2.3,10,10,Normal
80,6,240,29,6,6,1.4,9,6,Normal
65,6,172,31,6,6,1.1,10,8,Normal
65,3,153,7,6,6,1.1,14,14,Normal
99,5,266,168,6,6,1.7,14,18,Normal
59,7,232,22,6,6,1.1,11,22,Normal
109,8,199,19,6,6,1.9,11,14,Normal
67,7,112,42,6,7,1.2,14,10,Normal
72,7,173,48,6,6,1.3,10,11,Normal
120,6,337,34,6,6,2.1,14,24,Normal
97,6,243,73,6,6,1.7,14,17,Normal
63,7,155,92,6,6,1.1,11,20,Normal
78,5,194,37,6,6,1.3,12,18,Normal
322,6,1620,27,4,6,5.4,9,48,Normal
100,7,561,22,6,6,1.7,15,18,Normal
74,8,139,102,6,6,1.3,10,8,Normal
62,6,144,24,5,6,1.1,12,8,Normal
58,6,121,20,7,7,1,13,5,Normal
65,3,124,15,6,6,1.1,13,6,Normal
56,5,137,16,6,6,1,13,4,Normal
38,4,79,46,6,6,0.7,12,3,Normal
72,6,154,11,5,5,1.3,11,11,Normal
64,4,148,7,6,6,1.1,9,8,Normal
235,6,855,25,7,7,4,11,33,Normal
184,5,391,46,7,7,3.1,14,23,Normal
84,5,329,7,7,7,1.4,14,17,Normal
103,5,378,45,7,7,1.8,15,21,Normal
72,5,144,37,7,7,1.2,14,10,Normal
178,7,585,98,6,6,3,13,21,Normal
105,5,403,10,6,6,1.8,13,22,Normal
45,6,166,32,6,6,0.8,18,12,Normal
83,4,123,5,6,6,1.4,11,19,Normal
61,6,203,37,6,6,1.1,13,9,Normal
54,7,207,14,6,6,1,16,6,Normal
72,6,214,30,6,6,1.3,11,11,Normal
68,5,122,11,6,6,1.2,13,4,Normal
